47037,8428,52832,1063680,,3329,,,1555,,82.62,,104.93,0.00,,,,780.67,0.00,9758.49,,2074.83,2450866
47037,5912,52832,1063680,481,3329,4,7,1555,20,44.82,54.23,12.47,0.00,249.40,896.40,1084.60,17.45,0.00,249.40,266.85,-647.00,2450866
47037,16711,52832,1063680,481,3329,4,7,1555,97,85.99,141.88,116.34,0.00,11284.98,8341.03,13762.36,677.09,0.00,11284.98,11962.07,2943.95,2450866
47037,13954,52832,1063680,481,3329,4,147,1555,83,54.76,91.44,9.14,0.00,758.62,4545.08,7589.52,53.10,0.00,758.62,811.72,-3786.46,2450866
47037,11032,52832,1063680,481,3329,4,224,1555,33,99.18,151.74,59.17,741.99,1952.61,3272.94,5007.42,12.10,741.99,1210.62,1222.72,-2062.32,2450866
47037,5570,52832,1063680,481,3329,4,37,1555,83,50.81,54.36,44.57,0.00,3699.31,4217.23,4511.88,295.94,0.00,3699.31,3995.25,-517.92,2450866
47037,4930,52832,1063680,481,3329,4,247,1555,76,2.24,3.15,0.06,0.00,4.56,170.24,239.40,0.09,0.00,4.56,4.65,-165.68,2450866
47037,1750,52832,1063680,481,3329,4,85,1555,62,10.52,11.25,5.85,0.00,362.70,652.24,697.50,7.25,0.00,362.70,369.95,-289.54,2450866
47037,15092,52832,1063680,481,3329,4,242,1555,69,7.18,10.19,0.81,0.00,55.89,495.42,703.11,0.00,0.00,55.89,55.89,-439.53,2450866
50922,10576,62105,1505065,5978,1691,7,30,4267,3,61.09,116.68,42.00,0.00,126.00,183.27,350.04,10.08,0.00,126.00,136.08,-57.27,2450866
50922,1348,62105,1505065,5978,1691,7,293,4267,84,68.69,117.45,49.32,0.00,4142.88,5769.96,9865.80,290.00,0.00,4142.88,4432.88,-1627.08,2450866
50922,11500,62105,1505065,5978,1691,7,95,4267,56,52.85,89.31,71.44,0.00,4000.64,2959.60,5001.36,360.05,0.00,4000.64,4360.69,1041.04,2450866
50922,16792,62105,1505065,5978,1691,7,281,4267,77,74.68,132.93,57.15,0.00,4400.55,5750.36,10235.61,0.00,0.00,4400.55,4400.55,-1349.81,2450866
50922,9758,62105,1505065,5978,1691,7,300,4267,64,13.02,19.00,7.03,0.00,449.92,833.28,1216.00,17.99,0.00,449.92,467.91,-383.36,2450866
50922,14548,62105,1505065,5978,1691,7,218,4267,99,82.70,163.74,150.64,0.00,14913.36,8187.30,16210.26,1193.06,0.00,14913.36,16106.42,6726.06,2450866
50922,7310,62105,1505065,5978,1691,7,31,4267,62,8.70,9.91,2.47,0.00,153.14,539.40,614.42,13.78,0.00,153.14,166.92,-386.26,2450866
50922,4525,62105,1505065,5978,1691,7,55,4267,46,73.73,85.52,84.66,584.15,3894.36,3391.58,3933.92,0.00,584.15,3310.21,3310.21,-81.37,2450866
53878,17284,30989,634897,2805,13113,4,165,7417,10,91.37,168.12,25.21,0.00,252.10,913.70,1681.20,15.12,0.00,252.10,267.22,-661.60,2450866
53878,11158,30989,634897,2805,13113,4,187,7417,99,4.05,5.38,3.60,0.00,356.40,400.95,532.62,21.38,0.00,356.40,377.78,-44.55,2450866
53878,7234,30989,634897,2805,13113,4,126,7417,46,64.30,100.95,1.00,0.00,46.00,2957.80,4643.70,3.68,0.00,46.00,49.68,-2911.80,2450866
53878,10471,30989,634897,2805,13113,4,173,7417,29,38.60,54.81,9.31,116.09,269.99,1119.40,1589.49,4.61,116.09,153.90,158.51,-965.50,2450866
53878,392,30989,634897,2805,13113,4,120,7417,91,32.25,39.02,10.53,0.00,958.23,2934.75,3550.82,9.58,0.00,958.23,967.81,-1976.52,2450866
53878,5683,30989,634897,2805,13113,4,175,7417,54,49.43,94.41,83.08,4082.55,4486.32,2669.22,5098.14,32.30,4082.55,403.77,436.07,-2265.45,2450866
53878,14414,30989,634897,2805,13113,4,186,7417,16,23.74,28.25,27.68,0.00,442.88,379.84,452.00,8.85,0.00,442.88,451.73,63.04,2450866
53878,8089,30989,634897,2805,13113,4,97,7417,84,60.24,116.26,104.63,0.00,8788.92,5060.16,9765.84,0.00,0.00,8788.92,8788.92,3728.76,2450866
53878,13544,30989,634897,2805,13113,4,39,7417,59,75.21,127.85,125.29,6357.21,7392.11,4437.39,7543.15,72.44,6357.21,1034.90,1107.34,-3402.49,2450866
