38004,2451123,7508,16863,864221,1179,34937,16863,864221,1179,34937,16,16,9,4,189,864,39,21.00,38.43,34.58,150.15,1348.62,819.00,1498.77,26.97,0.00,314.73,1348.62,1375.59,1663.35,1690.32,529.62,2451040
38004,2451071,2312,16863,864221,1179,34937,16863,864221,1179,34937,22,2,12,2,279,864,85,26.50,36.83,34.62,187.85,2942.70,2252.50,3130.55,30.89,2501.29,30.60,441.41,472.30,472.01,502.90,-1811.09,2451040
38004,2451069,1018,16863,864221,1179,34937,16863,864221,1179,34937,40,2,6,2,28,864,34,29.65,62.85,57.82,171.02,1965.88,1008.10,2136.90,39.31,0.00,363.12,1965.88,2005.19,2329.00,2368.31,957.78,2451040
38004,2451054,3274,16863,864221,1179,34937,16863,864221,1179,34937,52,8,3,1,269,864,15,79.66,199.94,67.97,1979.55,1019.55,1194.90,2999.10,40.78,0.00,689.70,1019.55,1060.33,1709.25,1750.03,-175.35,2451040
38004,2451068,7597,16863,864221,1179,34937,16863,864221,1179,34937,14,28,12,4,66,864,20,21.19,30.72,0.92,596.00,18.40,423.80,614.40,1.28,0.00,79.80,18.40,19.68,98.20,99.48,-405.40,2451040
38004,2451153,10825,16863,864221,1179,34937,16863,864221,1179,34937,16,14,4,5,236,864,73,19.05,20.38,12.63,565.75,921.99,1390.65,1487.74,36.87,0.00,327.04,921.99,958.86,1249.03,1285.90,-468.66,2451040
38004,2451101,7664,16863,864221,1179,34937,16863,864221,1179,34937,40,26,17,5,16,864,1,46.03,111.85,83.88,27.97,83.88,46.03,111.85,5.87,0.00,8.94,83.88,89.75,92.82,98.69,37.85,2451040
38004,2451120,4546,16863,864221,1179,34937,16863,864221,1179,34937,14,7,7,3,179,864,28,3.45,3.96,2.33,45.64,65.24,96.60,110.88,0.65,0.00,22.12,65.24,65.89,87.36,88.01,-31.36,2451040
38004,2451063,4054,16863,864221,1179,34937,16863,864221,1179,34937,19,14,6,4,272,864,95,74.97,158.18,6.32,14426.70,600.40,7122.15,15027.10,54.03,0.00,6912.20,600.40,654.43,7512.60,7566.63,-6521.75,2451040
38004,2451063,7273,16863,864221,1179,34937,16863,864221,1179,34937,8,14,8,1,1,864,67,5.33,11.40,7.75,244.55,519.25,357.11,763.80,9.96,186.93,106.53,332.32,342.28,438.85,448.81,-24.79,2451040
38004,2451096,10202,16863,864221,1179,34937,16863,864221,1179,34937,38,4,6,4,72,864,23,30.00,48.00,12.48,816.96,287.04,690.00,1104.00,11.48,0.00,430.56,287.04,298.52,717.60,729.08,-402.96,2451040
38004,2451059,16012,16863,864221,1179,34937,16863,864221,1179,34937,20,1,11,4,264,864,90,99.86,190.73,78.19,10128.60,7037.10,8987.40,17165.70,351.85,0.00,7380.90,7037.10,7388.95,14418.00,14769.85,-1950.30,2451040
38004,2451116,1588,16863,864221,1179,34937,16863,864221,1179,34937,37,26,9,4,142,864,46,87.73,93.87,42.24,2374.98,1943.04,4035.58,4318.02,0.00,1185.25,2158.78,757.79,757.79,2916.57,2916.57,-3277.79,2451040
38004,2451141,10394,16863,864221,1179,34937,16863,864221,1179,34937,52,22,7,5,110,864,62,42.05,118.58,18.97,6175.82,1176.14,2607.10,7351.96,105.85,0.00,293.88,1176.14,1281.99,1470.02,1575.87,-1430.96,2451040
26701,2451154,7696,15448,757578,61,32591,40379,1192880,934,16664,44,19,10,2,287,2068,35,74.70,116.53,30.29,3018.40,1060.15,2614.50,4078.55,0.00,0.00,285.25,1060.15,1060.15,1345.40,1345.40,-1554.35,2451040
26701,2451120,4114,15448,757578,61,32591,40379,1192880,934,16664,44,16,5,1,267,2068,62,67.11,145.62,117.95,1715.54,7312.90,4160.82,9028.44,511.90,0.00,3610.88,7312.90,7824.80,10923.78,11435.68,3152.08,2451040
26701,2451156,9910,15448,757578,61,32591,40379,1192880,934,16664,16,2,5,3,71,2068,68,87.63,233.97,182.49,3500.64,12409.32,5958.84,15909.96,0.00,0.00,7954.64,12409.32,12409.32,20363.96,20363.96,6450.48,2451040
26701,2451089,62,15448,757578,61,32591,40379,1192880,934,16664,26,7,11,1,258,2068,65,94.65,168.47,55.59,7337.20,3613.35,6152.25,10950.55,216.80,0.00,547.30,3613.35,3830.15,4160.65,4377.45,-2538.90,2451040
26701,2451106,11875,15448,757578,61,32591,40379,1192880,934,16664,31,2,18,4,50,2068,23,29.19,54.87,40.60,328.21,933.80,671.37,1262.01,9.33,0.00,0.00,933.80,943.13,933.80,943.13,262.43,2451040
26701,2451084,3727,15448,757578,61,32591,40379,1192880,934,16664,34,20,14,2,237,2068,70,6.33,7.02,2.94,285.60,205.80,443.10,491.40,0.00,0.00,102.90,205.80,205.80,308.70,308.70,-237.30,2451040
26701,2451091,6160,15448,757578,61,32591,40379,1192880,934,16664,4,28,4,1,275,2068,40,3.21,4.94,3.85,43.60,154.00,128.40,197.60,0.00,146.30,98.80,7.70,7.70,106.50,106.50,-120.70,2451040
26701,2451074,16555,15448,757578,61,32591,40379,1192880,934,16664,2,16,9,1,136,2068,57,78.98,85.29,71.64,778.05,4083.48,4501.86,4861.53,326.67,0.00,1506.51,4083.48,4410.15,5589.99,5916.66,-418.38,2451040
26701,2451053,6770,15448,757578,61,32591,40379,1192880,934,16664,2,10,20,2,281,2068,68,4.96,12.05,7.47,311.44,507.96,337.28,819.40,0.00,0.00,221.00,507.96,507.96,728.96,728.96,170.68,2451040
26701,2451085,3098,15448,757578,61,32591,40379,1192880,934,16664,43,13,12,2,52,2068,42,51.55,92.27,87.65,194.04,3681.30,2165.10,3875.34,294.50,0.00,1278.48,3681.30,3975.80,4959.78,5254.28,1516.20,2451040
26701,2451139,10076,15448,757578,61,32591,40379,1192880,934,16664,52,16,14,4,31,2068,57,46.75,115.94,42.89,4163.85,2444.73,2664.75,6608.58,0.00,0.00,2180.82,2444.73,2444.73,4625.55,4625.55,-220.02,2451040
26701,2451145,11402,15448,757578,61,32591,40379,1192880,934,16664,7,2,20,1,79,2068,55,14.56,28.39,21.00,406.45,1155.00,800.80,1561.45,0.00,0.00,140.25,1155.00,1155.00,1295.25,1295.25,354.20,2451040
