69108,2452003,22435,689698,5408,15471,22435,689698,5408,15471,3,6117,5,5,7117,111,99566,65,34.73,72.58,71.85,47.45,4670.25,2257.45,4717.70,140.10,0.00,707.20,4670.25,4810.35,5377.45,5517.55,2412.80,2451985
69108,2452015,22435,689698,5408,15471,22435,689698,5408,15471,3,5913,2,1,1459,237,99566,46,54.80,148.50,38.61,5054.94,1776.06,2520.80,6831.00,17.76,0.00,546.48,1776.06,1793.82,2322.54,2340.30,-744.74,2451985
69108,2452022,22435,689698,5408,15471,22435,689698,5408,15471,3,6053,8,1,3865,247,99566,97,69.78,205.85,107.04,9584.57,10382.88,6768.66,19967.45,934.45,0.00,2595.72,10382.88,11317.33,12978.60,13913.05,3614.22,2451985
69108,2452003,22435,689698,5408,15471,22435,689698,5408,15471,3,5856,1,3,5497,42,99566,98,43.87,129.85,1.29,12598.88,126.42,4299.26,12725.30,0.32,109.98,4580.52,16.44,16.76,4596.96,4597.28,-4282.82,2451985
69108,2452065,22435,689698,5408,15471,22435,689698,5408,15471,3,5913,7,5,10985,75,99566,66,74.91,83.15,29.10,3567.30,1920.60,4944.06,5487.90,76.82,0.00,768.24,1920.60,1997.42,2688.84,2765.66,-3023.46,2451985
69108,2452011,22435,689698,5408,15471,22435,689698,5408,15471,3,5841,1,5,5833,63,99566,57,70.63,204.82,172.04,1868.46,9806.28,4025.91,11674.74,98.06,0.00,5019.99,9806.28,9904.34,14826.27,14924.33,5780.37,2451985
69108,2452028,22435,689698,5408,15471,22435,689698,5408,15471,3,6087,18,4,4815,124,99566,51,80.67,233.13,137.54,4875.09,7014.54,4114.17,11889.63,561.16,0.00,3685.77,7014.54,7575.70,10700.31,11261.47,2900.37,2451985
69108,2452063,22435,689698,5408,15471,22435,689698,5408,15471,3,6125,3,5,1189,215,99566,30,61.63,125.10,66.30,1764.00,1989.00,1848.90,3753.00,139.23,0.00,412.80,1989.00,2128.23,2401.80,2541.03,140.10,2451985
69108,2452009,22435,689698,5408,15471,22435,689698,5408,15471,3,5873,19,1,3235,299,99566,83,21.46,62.44,6.24,4664.60,517.92,1781.18,5182.52,10.35,0.00,1658.34,517.92,528.27,2176.26,2186.61,-1263.26,2451985
6793,2452032,22441,1057806,5618,19830,22441,1057806,5618,19830,1,5877,15,3,3409,192,99567,29,26.73,44.10,13.67,882.47,396.43,775.17,1278.90,0.00,0.00,460.23,396.43,396.43,856.66,856.66,-378.74,2451985
6793,2451996,22441,1057806,5618,19830,22441,1057806,5618,19830,1,5888,15,4,1871,267,99567,41,79.27,219.57,186.63,1350.54,7651.83,3250.07,9002.37,404.01,918.21,899.95,6733.62,7137.63,7633.57,8037.58,3483.55,2451985
6793,2452058,22441,1057806,5618,19830,22441,1057806,5618,19830,1,5937,20,2,14157,219,99567,68,57.18,128.65,128.65,0.00,8748.20,3888.24,8748.20,87.48,0.00,1836.68,8748.20,8835.68,10584.88,10672.36,4859.96,2451985
