48381,2452530,3294,95257,203922,3787,4005,85444,776410,7153,10218,6,9,4,1,295,2913,39,77.92,80.25,74.63,219.18,2910.57,3038.88,3129.75,58.21,0.00,1283.10,2910.57,2968.78,4193.67,4251.88,-128.31,2452439
48381,2452534,12354,95257,203922,3787,4005,85444,776410,7153,10218,57,24,5,3,51,2913,59,29.98,34.77,2.78,1887.41,164.02,1768.82,2051.43,1.64,0.00,635.43,164.02,165.66,799.45,801.09,-1604.80,2452439
48381,2452450,15301,95257,203922,3787,4005,85444,776410,7153,10218,25,25,3,1,156,2913,88,48.62,50.56,19.71,2714.80,1734.48,4278.56,4449.28,138.75,0.00,1378.96,1734.48,1873.23,3113.44,3252.19,-2544.08,2452439
48381,2452516,9619,95257,203922,3787,4005,85444,776410,7153,10218,57,12,13,3,260,2913,91,32.30,66.21,35.09,2831.92,3193.19,2939.30,6025.11,95.79,0.00,903.63,3193.19,3288.98,4096.82,4192.61,253.89,2452439
48381,2452557,7098,95257,203922,3787,4005,85444,776410,7153,10218,37,1,10,2,104,2913,25,90.64,271.92,10.87,6526.25,271.75,2266.00,6798.00,8.15,0.00,135.75,271.75,279.90,407.50,415.65,-1994.25,2452439
48381,2452456,8985,95257,203922,3787,4005,85444,776410,7153,10218,27,19,16,4,125,2913,10,6.34,7.10,1.34,57.60,13.40,63.40,71.00,0.00,0.00,29.80,13.40,13.40,43.20,43.20,-50.00,2452439
48381,2452474,16741,95257,203922,3787,4005,85444,776410,7153,10218,30,7,3,2,211,2913,89,71.09,191.94,109.40,7346.06,9736.60,6327.01,17082.66,61.34,8860.30,3415.82,876.30,937.64,4292.12,4353.46,-5450.71,2452439
48381,2452491,10255,95257,203922,3787,4005,85444,776410,7153,10218,31,27,2,2,135,2913,45,65.48,160.42,51.33,4909.05,2309.85,2946.60,7218.90,46.19,0.00,866.25,2309.85,2356.04,3176.10,3222.29,-636.75,2452439
48381,2452551,3936,95257,203922,3787,4005,85444,776410,7153,10218,42,25,12,1,213,2913,73,81.98,191.01,101.23,6553.94,7389.79,5984.54,13943.73,443.38,0.00,1673.16,7389.79,7833.17,9062.95,9506.33,1405.25,2452439
48381,2452444,12783,95257,203922,3787,4005,85444,776410,7153,10218,54,3,10,5,63,2913,33,62.38,138.48,5.53,4387.35,182.49,2058.54,4569.84,9.12,0.00,1645.05,182.49,191.61,1827.54,1836.66,-1876.05,2452439
