54716,2451295,6452,75029,546547,5712,30,99987,263959,5831,5796,43,1,13,5,254,3758,86,5.70,8.03,4.49,304.44,386.14,490.20,690.58,27.02,0.00,331.10,386.14,413.16,717.24,744.26,-104.06,2451254
54716,2451342,11161,75029,546547,5712,30,99987,263959,5831,5796,31,1,19,2,272,3758,95,46.34,122.33,34.25,8367.60,3253.75,4402.30,11621.35,195.22,0.00,3602.40,3253.75,3448.97,6856.15,7051.37,-1148.55,2451254
54716,2451262,17773,75029,546547,5712,30,99987,263959,5831,5796,16,1,13,5,284,3758,53,41.41,63.77,25.50,2028.31,1351.50,2194.73,3379.81,81.09,0.00,472.76,1351.50,1432.59,1824.26,1905.35,-843.23,2451254
54716,2451298,1814,75029,546547,5712,30,99987,263959,5831,5796,14,22,13,2,151,3758,23,56.90,137.69,125.29,285.20,2881.67,1308.70,3166.87,86.45,0.00,633.19,2881.67,2968.12,3514.86,3601.31,1572.97,2451254
54716,2451361,11317,75029,546547,5712,30,99987,263959,5831,5796,50,26,2,3,31,3758,34,3.55,10.11,6.97,106.76,236.98,120.70,343.74,0.00,0.00,85.68,236.98,236.98,322.66,322.66,116.28,2451254
54716,2451271,17125,75029,546547,5712,30,99987,263959,5831,5796,46,22,20,3,133,3758,50,79.65,164.07,131.25,1641.00,6562.50,3982.50,8203.50,525.00,0.00,1148.00,6562.50,7087.50,7710.50,8235.50,2580.00,2451254
54716,2451333,4999,75029,546547,5712,30,99987,263959,5831,5796,50,26,2,5,128,3758,56,70.31,146.24,62.88,4668.16,3521.28,3937.36,8189.44,140.85,0.00,3521.28,3521.28,3662.13,7042.56,7183.41,-416.08,2451254
54716,2451288,17671,75029,546547,5712,30,99987,263959,5831,5796,38,19,17,4,144,3758,42,95.01,96.91,51.36,1913.10,2157.12,3990.42,4070.22,194.14,0.00,0.00,2157.12,2351.26,2157.12,2351.26,-1833.30,2451254
54716,2451352,12772,75029,546547,5712,30,99987,263959,5831,5796,37,16,6,1,113,3758,55,59.75,130.25,62.52,3725.15,3438.60,3286.25,7163.75,240.70,0.00,1862.30,3438.60,3679.30,5300.90,5541.60,152.35,2451254
54716,2451334,5432,75029,546547,5712,30,99987,263959,5831,5796,32,19,3,1,116,3758,5,10.73,20.92,8.57,61.75,42.85,53.65,104.60,0.00,0.00,27.15,42.85,42.85,70.00,70.00,-10.80,2451254
54716,2451297,12262,75029,546547,5712,30,99987,263959,5831,5796,20,22,6,2,241,3758,6,54.18,58.51,17.55,245.76,105.30,325.08,351.06,8.42,0.00,14.04,105.30,113.72,119.34,127.76,-219.78,2451254
54716,2451367,15242,75029,546547,5712,30,99987,263959,5831,5796,55,26,3,4,168,3758,59,43.94,78.21,42.23,2122.82,2491.57,2592.46,4614.39,26.16,1619.52,184.08,872.05,898.21,1056.13,1082.29,-1720.41,2451254
