32329,14390,30736,43442,1748,46054,2,183,232018,74,58.40,102.20,87.89,0.00,6503.86,4321.60,7562.80,195.11,0.00,6503.86,6698.97,2182.26,2451146
66032,11251,73243,1578738,,,7,122,56363,46,,,,0.00,,3283.48,4563.66,,0.00,,,,2451090
32329,14486,30736,43442,1748,46054,2,183,232018,74,58.40,102.20,87.89,0.00,6503.86,4321.60,7562.80,195.11,0.00,6503.86,6698.97,2182.26,2451146
66032,11251,73243,1578738,,,7,122,56363,46,,,,0.00,,3283.48,4563.66,,0.00,,,,2451914
56772,10732,87184,991097,2210,38170,1,186,124756,43,35.13,37.23,12.28,52.80,528.04,1510.59,1600.89,0.00,52.80,475.24,475.24,-1035.35,2451159
52050,10268,87184,522306,4181,28456,8,207,185145,46,2.56,4.04,2.86,76.30,131.56,117.76,185.84,2.21,76.30,55.26,57.47,-62.50,2451134
56772,16423,87184,991097,2210,38170,1,186,124756,43,35.13,37.23,12.28,52.80,528.04,1510.59,1600.89,0.00,52.80,475.24,475.24,-1035.35,2451159
52050,10268,55159,522306,4181,28456,8,207,185145,46,2.56,4.04,2.86,76.30,131.56,117.76,185.84,2.21,76.30,55.26,57.47,-62.50,2451134
56772,3542,83091,991097,2210,38170,1,186,124756,43,35.13,37.23,12.28,52.80,528.04,1510.59,1600.89,0.00,52.80,475.24,475.24,-1035.35,2451159
52050,10268,87184,522306,4181,28456,8,207,185145,46,2.56,4.04,2.86,76.30,131.56,117.76,185.84,2.21,76.30,55.26,57.47,-62.50,2451847
62709,1586,12076,129625,5127,28676,10,233,213705,73,40.72,74.92,23.22,0.00,1695.06,2972.56,5469.16,135.60,0.00,1695.06,1830.66,-1277.50,2451866
62709,16712,12076,989317,5127,28676,10,34,213705,77,45.46,65.00,59.15,0.00,4554.55,3500.42,5005.00,273.27,0.00,4554.55,4827.82,1054.13,2451866
62709,1586,12076,129625,5127,28676,10,34,213705,73,40.72,74.92,23.22,0.00,1695.06,2972.56,5469.16,135.60,0.00,1695.06,1830.66,-1277.50,2451866
62709,5063,12076,129625,5127,28676,10,238,213705,77,45.46,65.00,59.15,0.00,4554.55,3500.42,5005.00,273.27,0.00,4554.55,4827.82,1054.13,2452184
,11641,,1149662,,,7,111,88302,,,,,0.00,,1142.24,,0.35,0.00,,17.95,-1124.64
43292,13369,53730,1149662,1947,36232,7,69,88302,9,6.94,7.91,3.55,0.00,31.95,62.46,71.19,0.63,0.00,31.95,32.58,-30.51,2451509
50780,6646,1905,433305,7105,6905,4,87,128376,30,14.83,22.09,1.76,0.00,52.80,444.90,662.70,4.22,0.00,52.80,57.02,-392.10,2451662
49209,12134,36529,1310279,5182,45732,8,47,164426,41,86.15,117.16,90.21,0.00,3698.61,3532.15,4803.56,0.00,0.00,3698.61,3698.61,166.46,2451161
50780,3224,1905,433305,7105,6905,4,87,128376,30,14.83,22.09,1.76,0.00,52.80,444.90,662.70,4.22,0.00,52.80,57.02,-392.10,2451141
49209,17233,36529,1310279,5182,45732,8,47,164426,41,86.15,117.16,90.21,0.00,3698.61,3532.15,4803.56,0.00,0.00,3698.61,3698.61,166.46,2451161
74419,17491,45500,1565250,6600,48350,7,266,122013,47,81.71,159.33,122.68,0.00,5765.96,3840.37,7488.51,230.63,0.00,5765.96,5996.59,1925.59,2451117
,11641,,1149662,,,7,111,88302,,,,,0.00,,1142.24,,0.35,0.00,,17.95,-1124.64
43292,15859,53730,1092433,1947,36232,7,155,88302,9,6.94,7.91,3.55,0.00,31.95,62.46,71.19,0.63,0.00,31.95,32.58,-30.51,2450907
,15851,,1149662,,,7,69,88302,,,,,0.00,,1142.24,,0.35,0.00,,17.95,-1124.64
43292,15859,53730,916523,1947,36232,7,69,88302,9,6.94,7.91,3.55,0.00,31.95,62.46,71.19,0.63,0.00,31.95,32.58,-30.51,2451509
62709,16712,12076,129625,5127,28676,10,34,213705,73,40.72,74.92,23.22,0.00,1695.06,2972.56,5469.16,135.60,0.00,1695.06,1830.66,-1277.50,2451866
62709,5063,12076,61017,5127,28676,10,34,213705,77,45.46,65.00,59.15,0.00,4554.55,3500.42,5005.00,273.27,0.00,4554.55,4827.82,1054.13,2451866
62709,10921,12076,129625,5127,28676,10,146,213705,73,40.72,74.92,23.22,0.00,1695.06,2972.56,5469.16,135.60,0.00,1695.06,1830.66,-1277.50,2451866
62709,10921,12076,1643508,5127,28676,10,34,213705,77,45.46,65.00,59.15,0.00,4554.55,3500.42,5005.00,273.27,0.00,4554.55,4827.82,1054.13,2451458
32329,2426,30736,43442,1748,46054,2,183,232018,74,58.40,102.20,87.89,0.00,6503.86,4321.60,7562.80,195.11,0.00,6503.86,6698.97,2182.26,2451274
66032,14390,73243,1578738,,,7,122,56363,46,,,,0.00,,3283.48,4563.66,,0.00,,,,2451843
