34430,6046,43155,860035,2068,4101,10,243,1661,73,17.32,24.76,14.36,0.00,1048.28,1264.36,1807.48,10.48,0.00,1048.28,1058.76,-216.08,2451364
34430,8426,43155,860035,2068,4101,10,15,1661,38,30.04,51.66,43.91,1117.94,1668.58,1141.52,1963.08,22.02,1117.94,550.64,572.66,-590.88,2451364
34430,1076,43155,860035,2068,4101,10,237,1661,80,72.30,82.42,70.88,0.00,5670.40,5784.00,6593.60,510.33,0.00,5670.40,6180.73,-113.60,2451364
34430,7309,43155,860035,2068,4101,10,202,1661,32,97.02,152.32,83.77,0.00,2680.64,3104.64,4874.24,134.03,0.00,2680.64,2814.67,-424.00,2451364
34430,11557,43155,860035,2068,4101,10,196,1661,51,52.07,70.81,21.24,0.00,1083.24,2655.57,3611.31,0.00,0.00,1083.24,1083.24,-1572.33,2451364
34430,14500,43155,860035,2068,4101,10,268,1661,83,15.57,25.22,6.30,0.00,522.90,1292.31,2093.26,31.37,0.00,522.90,554.27,-769.41,2451364
34430,8510,43155,860035,2068,4101,10,131,1661,72,61.18,95.44,0.00,0.00,0.00,4404.96,6871.68,0.00,0.00,0.00,0.00,-4404.96,2451364
34430,8852,43155,860035,2068,4101,10,138,1661,48,52.27,81.54,79.09,0.00,3796.32,2508.96,3913.92,341.66,0.00,3796.32,4137.98,1287.36,2451364
34430,6121,43155,860035,2068,4101,10,286,1661,28,58.43,96.99,67.89,0.00,1900.92,1636.04,2715.72,152.07,0.00,1900.92,2052.99,264.88,2451364
34430,8167,43155,860035,2068,4101,10,18,1661,32,67.71,120.52,113.28,0.00,3624.96,2166.72,3856.64,326.24,0.00,3624.96,3951.20,1458.24,2451364
70552,12212,63109,579619,5729,42639,8,55,2356,25,37.28,60.76,50.43,0.00,1260.75,932.00,1519.00,113.46,0.00,1260.75,1374.21,328.75,2451364
70552,12382,63109,579619,5729,42639,8,70,2356,34,49.03,58.83,17.06,145.01,580.04,1667.02,2000.22,21.75,145.01,435.03,456.78,-1231.99,2451364
70552,13537,63109,579619,5729,42639,8,249,2356,5,30.46,60.31,31.96,0.00,159.80,152.30,301.55,1.59,0.00,159.80,161.39,7.50,2451364
70552,7663,63109,579619,5729,42639,8,67,2356,8,46.15,53.99,6.47,0.00,51.76,369.20,431.92,4.14,0.00,51.76,55.90,-317.44,2451364
70552,17743,63109,,,42639,8,,2356,,75.43,,,0.00,,5506.39,7708.80,156.46,0.00,,,,2451364
70552,11716,63109,579619,5729,42639,8,243,2356,75,36.11,60.30,23.51,0.00,1763.25,2708.25,4522.50,158.69,0.00,1763.25,1921.94,-945.00,2451364
70552,17090,63109,579619,5729,42639,8,296,2356,20,55.67,81.27,34.13,0.00,682.60,1113.40,1625.40,47.78,0.00,682.60,730.38,-430.80,2451364
