,9199,,,2586,,10,,2678,19,,,,,,,398.77,93.55,,2451603
55383,3223,41937,1512896,3526,21756,2,16,2904,11,299.97,0.00,299.97,19.28,133.32,206.97,55.80,37.20,152.60,2451603
41954,10708,99634,1091336,3838,21893,4,27,5512,29,23.49,0.00,23.49,4.96,588.12,20.67,0.25,2.57,593.08,2451603
40931,3208,80978,228819,2440,34861,2,26,6183,2,42.08,0.84,42.92,46.94,24.90,11.78,23.33,6.97,72.68,2451603
38600,15706,36589,1422872,67,44815,1,11,6802,42,8.82,0.61,9.43,92.32,116.76,8.46,0.30,0.06,209.69,2451603
44677,4576,80363,1709227,6182,39537,7,27,10002,5,88.40,6.18,94.58,57.01,36.55,53.92,10.68,23.80,99.74,2451603
60372,4529,23506,400953,1467,4381,8,22,11318,3,58.17,4.65,62.82,74.96,35.55,29.66,21.95,6.56,115.16,2451603
33069,10964,66404,429393,100,46454,2,15,12185,4,19.76,0.98,20.74,28.96,67.52,3.95,5.05,10.76,97.46,2451603
58532,5456,51581,1073714,2460,48806,2,3,13635,35,284.20,0.00,284.20,62.00,310.10,53.99,69.06,161.15,372.10,2451603
35013,8077,65535,1087713,950,18634,1,30,14377,58,2484.14,223.57,2707.71,34.29,448.92,745.24,139.11,1599.79,706.78,2451603
36796,1687,82804,862659,,30901,,11,15081,18,403.02,28.21,431.23,82.04,,,,24.11,,2451603
37151,1376,53099,568294,4167,28793,2,22,15364,53,1992.80,99.64,2092.44,30.42,1189.32,996.40,518.12,478.28,1319.38,2451603
38870,12383,87982,405666,3317,25368,4,20,16480,17,112.54,5.62,118.16,1.21,65.62,15.75,28.06,68.73,72.45,2451603
44011,3793,19343,1225715,2243,17218,10,4,16706,10,15.70,0.78,16.48,72.44,188.80,12.08,0.72,2.90,262.02,2451603
60404,6922,58733,411719,2909,32052,4,28,18182,37,2787.58,139.37,2926.95,10.93,2339.51,2090.68,515.70,181.20,2489.81,2451603
,284,,1504241,,,,,21259,42,977.34,,1055.52,14.78,,185.69,205.82,585.83,,2451603
57804,3770,18626,295122,6988,28501,1,10,21413,18,965.88,0.00,965.88,53.08,395.10,685.77,238.09,42.02,448.18,2451603
31533,6442,43296,1458375,4687,26999,1,8,22370,34,1002.32,0.00,1002.32,91.76,2243.66,591.36,152.05,258.91,2335.42,2451603
58703,164,97383,342504,1876,36848,10,7,27032,4,328.84,19.73,348.57,17.38,27.68,141.40,88.09,99.35,64.79,2451603
59505,13213,45864,1585433,4612,2944,4,25,34355,50,566.50,45.32,611.82,72.29,159.00,390.88,159.81,15.81,276.61,2451603
49735,9008,94507,562028,7149,13823,7,35,34614,47,1279.34,12.79,1292.13,94.36,1190.98,857.15,249.09,173.10,1298.13,2451603
52870,15752,1161,1728209,6308,32054,10,26,36298,60,123.00,3.69,126.69,19.57,24.60,121.77,0.34,0.89,47.86,2451603
36444,6740,76478,535579,1880,17781,7,8,36475,67,2635.11,26.35,2661.46,36.42,3910.12,2029.03,266.67,339.41,3972.89,2451603
,5342,,1342073,,11643,,,38009,31,2563.70,,2768.79,,,820.38,575.29,,,2451603
58624,8284,97397,1503978,953,7128,8,8,40331,34,1526.94,61.07,1588.01,76.80,670.48,626.04,459.45,441.45,808.35,2451603
35356,8825,89042,1472158,1227,15543,8,30,41891,14,379.82,3.79,383.61,63.75,200.34,79.76,270.05,30.01,267.88,2451603
51098,16051,95995,258112,6899,32486,7,3,42851,64,2313.60,23.13,2336.73,26.29,2362.88,1457.56,813.23,42.81,2412.30,2451603
45584,17513,94483,1139129,5228,2974,1,29,43270,8,263.68,5.27,268.95,88.27,191.20,100.19,156.95,6.54,284.74,2451603
45051,16555,85445,814160,6879,14751,8,20,44194,22,289.74,2.89,292.63,32.62,297.22,136.17,59.89,93.68,332.73,2451603
54504,12355,44609,1845596,2568,32340,7,24,45946,38,2681.66,0.00,2681.66,16.85,1451.22,2601.21,34.59,45.86,1468.07,2451603
35803,1411,26297,546719,5894,39516,8,23,46416,23,1152.30,92.18,1244.48,30.49,179.40,541.58,525.21,85.51,302.07,2451603
34027,9716,16574,,30,10797,7,13,47047,,,22.95,1170.88,,,,,,,2451603
51478,3040,96778,703338,4651,32411,4,6,49801,44,387.20,3.87,391.07,14.70,238.48,92.92,141.25,153.03,257.05,2451603
