58800,16435,17109,983079,635,45391,1,13,2155,15,1313.10,91.91,1405.01,42.71,747.75,1089.87,165.19,58.04,882.37,2452602
38132,4333,53545,647595,4242,30089,8,25,3114,3,208.65,18.77,227.42,48.71,50.28,22.95,25.99,159.71,117.76,2452602
33993,5383,40263,702234,534,49634,2,14,3602,5,17.70,0.70,18.40,93.02,1.25,12.39,3.13,2.18,94.97,2452602
38891,4315,18098,1857956,1461,28919,10,27,4589,32,207.04,14.49,221.53,15.27,336.32,186.33,6.62,14.09,366.08,2452602
46876,4123,50888,1254966,687,9208,2,8,6345,14,211.40,8.45,219.85,92.94,112.70,61.30,67.54,82.56,214.09,2452602
34968,2517,2247,1260632,5600,568,4,2,8704,56,683.20,34.16,717.36,71.03,170.80,122.97,84.03,476.20,275.99,2452602
46267,7399,69713,1672802,3985,38768,1,9,10595,11,160.60,14.45,175.05,49.80,12.32,157.38,0.41,2.81,76.57,2452602
31099,8899,39769,1523612,7008,9651,10,27,10637,67,309.54,24.76,334.30,74.10,123.28,278.58,21.05,9.91,222.14,2452602
31083,4956,86740,220304,4621,38185,2,6,11399,86,7407.18,666.64,8073.82,85.65,2190.42,1629.57,5199.84,577.77,2942.71,2452602
37033,1668,74427,1419826,4360,2141,2,1,13358,91,4539.08,0.00,4539.08,21.79,3223.22,3903.60,25.41,610.07,3245.01,2452602
36193,12159,41849,751416,4630,40597,10,1,15014,27,470.61,4.70,475.31,46.89,583.47,240.01,149.89,80.71,635.06,2452602
53388,14448,101,1179665,1524,19430,1,28,15295,18,1729.26,34.58,1763.84,54.58,238.50,985.67,513.07,230.52,327.66,2452602
33437,4974,38581,1143360,6733,38106,2,10,15518,67,2085.71,83.42,2169.13,54.32,513.89,2023.13,8.76,53.82,651.63,2452602
52300,3555,17825,955630,1960,27043,8,8,16514,13,386.88,15.47,402.35,19.93,72.54,220.52,9.98,156.38,107.94,2452602
50089,3486,1753,905725,205,38285,8,35,19266,12,471.60,14.14,485.74,89.89,221.64,66.02,178.45,227.13,325.67,2452602
58906,12939,35930,1290193,6440,24687,10,11,21455,1,3.13,0.12,3.25,14.78,4.89,0.37,0.05,2.71,19.79,2452602
45275,8229,35328,582511,2023,25935,8,29,24253,13,684.97,47.94,732.91,85.33,154.57,486.32,182.75,15.90,287.84,2452602
59707,5301,65778,1144764,5224,47237,10,20,27030,29,2.32,0.13,2.45,9.86,26.68,0.78,0.58,0.96,36.67,2452602
56551,3831,84946,1535313,4782,27004,1,5,27788,60,2478.60,173.50,2652.10,39.43,879.00,1313.65,803.81,361.14,1091.93,2452602
39547,7177,73655,1843605,2463,49274,2,13,27989,60,672.60,13.45,686.05,27.60,286.80,598.61,58.45,15.54,327.85,2452602
52181,12159,87942,102745,2939,4333,10,34,28498,73,1308.89,104.71,1413.60,81.00,1128.58,589.00,669.49,50.40,1314.29,2452602
35565,10170,92627,257033,3726,22772,4,8,29313,41,2808.09,140.40,2948.49,55.78,1797.03,2274.55,453.50,80.04,1993.21,2452602
36923,2646,32471,1283887,6423,8512,10,32,30410,54,1660.50,16.60,1677.10,0.97,224.64,946.48,449.83,264.19,242.21,2452602
46857,10677,85554,431245,6108,8571,10,17,32780,27,100.17,7.01,107.18,81.34,334.26,70.11,30.06,0.00,422.61,2452602
32213,3372,45619,1642829,2658,10887,4,22,34013,15,136.35,5.45,141.80,16.14,318.45,91.35,28.35,16.65,340.04,2452602
38602,14935,68912,1570561,1458,24308,1,25,34177,16,2107.52,147.52,2255.04,38.44,793.76,21.07,479.88,1606.57,979.72,2452602
