51921,8366,39560,1655593,3273,31706,10,24,430,50,1156.50,104.08,1260.58,59.49,974.00,404.77,571.31,180.42,1137.57,2451528
60777,1987,75075,1541933,1580,48380,8,27,3952,35,426.30,4.26,430.56,96.22,205.80,51.15,26.26,348.89,306.28,2451528
43040,1942,51677,1512196,4602,32655,4,34,4236,19,1369.33,82.15,1451.48,88.29,217.74,1232.39,80.79,56.15,388.18,2451528
50649,12184,45052,115941,6031,4521,10,14,4683,4,52.48,1.04,53.52,17.71,67.68,19.94,28.63,3.91,86.43,2451528
51135,16384,37557,1432718,1949,6027,10,21,4915,48,141.12,2.82,143.94,50.90,188.16,79.02,31.67,30.43,241.88,2451528
50246,6091,45994,1609872,18,8517,2,10,5580,4,158.52,9.51,168.03,24.83,116.96,158.52,0.00,0.00,151.30,2451528
32160,6218,50934,1442434,2130,18626,2,33,5841,31,341.62,6.83,348.45,94.17,322.09,293.79,28.21,19.62,423.09,2451528
53665,8194,39171,1126947,2991,25035,8,8,6125,9,230.58,4.61,235.19,59.72,412.65,166.01,61.34,3.23,476.98,2451528
51371,7862,3760,1238988,5852,2316,2,14,6366,59,585.87,35.15,621.02,28.03,195.29,23.43,230.60,331.84,258.47,2451528
50679,4688,97363,1397251,2386,41874,7,17,7188,37,2248.86,22.48,2271.34,17.17,52.17,607.19,853.66,788.01,91.82,2451528
37221,15934,79368,301333,118,38903,7,8,8629,30,4.50,0.40,4.90,17.18,33.60,0.00,4.32,0.18,51.18,2451528
35681,7172,78005,691981,6969,22710,2,9,17295,21,704.34,42.26,746.60,36.90,1043.70,662.07,24.51,17.76,1122.86,2451528
53925,6742,86075,1762808,4410,20765,1,17,17600,30,204.00,10.20,214.20,9.87,104.40,20.40,82.62,100.98,124.47,2451528
60061,3625,77840,1723448,4020,38192,8,29,17618,40,162.00,1.62,163.62,47.03,182.40,4.86,21.99,135.15,231.05,2451528
40716,4274,38059,1230832,405,23178,8,34,18828,41,204.59,6.13,210.72,48.54,145.96,51.14,115.08,38.37,200.63,2451528
49765,4717,67530,1078035,5681,46574,10,26,20529,61,717.97,57.43,775.40,39.72,807.64,502.57,32.31,183.09,904.79,2451528
45541,508,78831,298129,2580,6231,2,18,20992,74,607.54,24.30,631.84,13.76,1869.24,85.05,240.34,282.15,1907.30,2451528
51407,10736,6684,1189685,6760,6635,10,22,23153,39,2936.70,29.36,2966.06,48.59,69.81,1996.95,676.62,263.13,147.76,2451528
54521,10993,12777,217636,2328,8620,10,1,26810,37,666.00,33.30,699.30,14.64,316.72,219.78,8.92,437.30,364.66,2451528
48183,5578,30884,871057,1439,16668,10,32,27024,37,331.52,13.26,344.78,58.46,208.31,149.18,133.10,49.24,280.03,2451528
30380,17116,75978,180494,1929,12164,1,34,27199,63,389.34,23.36,412.70,34.33,389.34,42.82,6.93,339.59,447.03,2451528
43468,11344,46775,266950,6985,20267,7,24,28938,48,3317.76,0.00,3317.76,61.39,708.00,3251.40,3.31,63.05,769.39,2451528
