,5266,53876,1444226,5801,23866,8,164,89620,74,,55.49,9.30,0.00,272.97,2795.81,1592.08,,0.00,427.28,313.91,-748.88,2451821
52264,5119,19185,1429272,5067,26653,1,273,202950,60,47.20,148.95,39.48,0.00,3944.40,1227.10,1904.76,24.56,578.16,241.86,2235.84,-502.92,2451067
62324,1447,7868,1411200,251,34909,1,258,166565,23,34.53,116.31,69.68,0.00,252.96,4863.87,15440.00,0.00,0.00,6906.60,409.42,-1603.20,2452147
59234,12501,1694,1470685,7022,40760,2,260,34913,89,46.19,138.71,15.59,0.00,758.50,7802.30,1904.76,20.89,,37.82,1769.79,-77.28,2452272
52002,16792,58582,1110629,2059,30585,4,99,140399,59,34.50,93.32,24.33,70.17,10.12,9197.24,826.74,42.76,99.80,3020.68,1760.14,-2601.30,2451061
59904,13486,93313,46704,6064,38289,1,143,150883,92,63.89,48.84,84.08,0.00,5018.76,390.44,2521.40,20.71,0.00,256.32,1675.98,-394.65,2451601
36490,5641,29336,979783,5757,7121,7,75,35986,50,41.30,70.91,22.56,0.00,388.30,375.90,7553.60,26.59,0.00,272.97,36.28,-1001.00,2451130
51883,13438,56760,170018,4126,13179,8,43,15920,25,36.31,6.19,5.66,0.00,79.38,599.92,2017.90,442.39,0.00,1292.00,4636.86,-110.88,2452158
49638,9553,65583,11207,6277,23875,1,110,83775,72,22.99,5.70,60.97,441.57,2423.79,186.20,5531.97,6.69,296.62,203.97,1853.28,-1206.00,2451815
53994,14787,83644,1036740,2894,25104,1,214,51066,51,48.43,2.71,5.55,0.00,1372.92,1769.28,552.90,9.05,0.00,612.26,1104.98,1087.72,2451628
66138,9328,92586,1547957,6236,20150,1,9,196783,82,10.35,30.06,4.22,0.00,2689.90,3205.40,2456.17,5.29,0.00,86.56,149.50,-895.62,2451684
,15841,,33309,,33654,1,258,216299,3,,103.18,,0.00,741.24,272.25,8457.60,0.00,0.00,0.00,200.30,-332.58,2451470
64475,15886,2528,1306268,2379,31794,8,15,91108,79,54.49,9.89,1.84,0.00,373.52,4520.52,4047.57,0.00,0.00,2723.20,621.48,-504.48,2451628
48725,11993,26499,1266747,106,40584,4,190,85515,15,46.86,26.81,128.27,715.59,3077.05,2965.55,6461.91,3.40,781.16,961.06,136.54,-3109.03,2452007
68054,9677,19355,65652,4022,44540,10,280,1586,27,10.92,81.13,33.43,0.00,617.76,3385.25,4914.64,237.55,0.00,110.43,609.42,-3503.04,2451121
