56433,5093,18522,466629,1740,1160,8,34,88952,57,154.12,4.93,8.73,99.17,51.34,313.18,2499.54,658.30,130.43,2452440
30201,17701,10901,1194384,2580,8721,8,25,186326,43,2557.14,7.30,208.37,11.19,27.61,270.93,461.42,269.53,71.70,2451844
40322,143,57014,345560,2804,40494,10,29,185684,4,1508.80,31.98,45.33,51.11,59.58,6.57,8.52,650.16,398.91,2452555
59939,15560,96372,690307,5849,26640,10,31,125515,18,72.24,0.68,172.22,37.34,94.81,298.86,13.02,612.34,1282.25,2452182
32460,12818,6307,84126,6166,12078,10,17,179409,18,230.64,0.09,119.88,88.58,3011.50,725.29,14.26,764.86,53.84,2452503
40263,11461,49194,765742,4535,43444,1,22,128309,21,724.36,38.45,579.83,50.51,209.65,57.61,136.58,124.66,197.39,2452430
35303,1676,31673,1070188,4746,16571,10,,43509,15,1396.44,1.34,2052.89,77.67,36.64,566.10,28.65,14.98,1357.60,2452606
40953,5331,40826,1433460,1431,8657,4,11,134141,19,80.80,41.65,722.73,71.69,175.50,18.55,0.44,3122.68,1265.41,2452244
47178,16189,25210,1281518,2130,10088,10,23,145313,3,1993.10,1.95,159.18,50.98,1268.68,1218.94,49.97,676.20,85.16,2452390
53614,16256,40413,152527,2233,44012,10,19,12990,37,1040.80,3.98,1864.04,99.37,819.84,36.99,15.89,33.19,123.76,2451918
36284,1864,79414,112472,2301,7294,10,8,92554,49,17.46,13.24,225.44,11.06,118.14,142.44,9.10,4.35,136.30,2451179
43579,7724,36650,1521685,685,34973,10,27,45846,3,114.77,0.78,177.46,59.61,817.83,196.70,73.21,13.27,121.32,2451556
46979,6287,57872,682987,3165,47378,1,11,43494,4,2119.95,26.03,685.72,16.40,2034.40,1003.68,376.33,39.55,325.46,2452004
39278,279,26209,1215004,1860,9399,10,24,239542,22,1601.10,1.95,931.82,2.12,2029.91,768.57,8.24,189.59,171.42,2451287
35895,13713,15848,1293197,4751,10255,4,13,177301,12,28.22,104.83,74.62,12.75,45.63,533.33,0.53,0.33,1532.10,2452263
36977,15035,14188,1709596,,48389,10,3,95977,3,2596.92,0.00,667.57,58.97,365.70,278.88,2.22,4.31,161.82,2451504
47752,12412,39287,344400,1749,17798,2,13,142550,56,107.65,18.97,61.53,96.56,26.46,13.53,7.47,149.76,143.61,2451054
52564,7204,39699,1897270,768,18556,4,11,150319,2,,,349.13,,58.38,441.72,0.00,46.76,2078.04,2451553
58493,13062,54367,1523616,874,27022,,4,184440,45,3248.25,88.68,5393.59,52.93,1306.86,1084.77,76.51,51.35,338.51,2452406
55954,10205,95946,63657,6274,32585,2,27,162512,41,576.40,0.90,8796.26,17.86,0.76,315.97,987.07,648.72,39.55,2451237
31581,12219,76571,1777521,6198,34473,10,10,163837,1,45.63,0.43,738.74,27.25,828.55,168.09,75.03,911.74,65.79,2451553
30352,17761,91595,1801449,4158,444,2,15,115844,21,152.15,31.74,3281.44,96.04,125.30,1590.58,0.74,1.24,101.10,2451147
50392,6931,1311,1122933,4867,18889,7,23,210460,,812.68,78.61,1571.34,13.14,63.50,77.96,1196.30,206.87,1577.98,2452234
44328,1430,18837,643825,6453,42165,1,27,36379,4,116.55,69.76,645.84,20.99,2563.26,36.83,3.39,487.18,154.52,2451418
42724,7282,50908,1295591,1979,15889,10,6,44181,5,221.90,5.22,2015.68,45.70,219.84,275.20,6.09,226.36,451.93,2452192
,13064,58431,156559,1608,4912,2,21,129513,11,180.73,19.30,3184.07,70.64,2530.52,,216.15,119.79,2126.03,2451534
53347,711,12723,408829,1696,14432,4,31,144275,2,263.13,7.79,2436.35,88.58,21.25,888.86,10.07,53.29,220.85,2452428
59135,5725,84008,240668,2193,38480,4,17,88174,51,4818.73,48.76,1719.53,41.18,93.84,1447.55,256.88,85.42,248.43,2451328
40326,7923,68265,1154475,3556,26478,7,21,199788,8,923.16,13.08,78.52,87.63,46.44,6394.33,,46.58,2767.06,2451900
,9103,80915,,,,8,11,228629,17,,0.00,,69.46,0.00,,9.92,0.00,75.25,
44703,13452,89554,1187916,1544,34109,2,31,52906,2,,1.77,152.79,58.97,57.44,214.36,2.08,1.92,244.50,2452571
49246,12351,26219,1434263,2794,7294,8,10,239017,5,0.00,0.76,2.24,28.67,3.47,10.91,361.46,,115.57,2451670
50956,7695,60266,1657950,999,12794,8,5,72987,25,93.36,40.55,2.58,78.52,642.24,369.32,21.84,0.23,40.53,2452073
31651,12817,96877,859756,3556,6978,10,8,217165,5,78.78,38.46,220.11,89.33,636.96,1075.68,14.58,0.26,556.78,2451553
39337,6138,65971,731097,6492,235,,24,230433,47,251.60,3.25,610.98,93.92,184.08,2254.65,161.50,473.14,386.25,2451589
39134,2788,17349,1558075,3545,16571,2,27,42750,9,2382.52,56.84,699.19,4.08,173.76,4.40,922.08,0.67,71.59,2451972
46188,6295,88201,190926,946,7527,10,19,123113,41,193.60,0.19,3281.44,77.84,57.62,50.88,6.91,383.27,37.86,2451634
40530,7217,20781,1742093,286,37874,7,20,91872,8,159.72,381.19,17.63,56.79,501.50,148.14,26.43,456.05,409.26,2452003
35673,4910,91282,527632,5461,48852,8,22,149565,13,90.28,38.46,34.65,14.47,1125.65,4.40,26.52,114.48,53.00,2451994
39288,16021,35806,993448,185,48228,10,3,102029,25,,0.00,696.47,25.12,69.25,608.16,,5.64,,2452440
51554,10789,92220,1237712,4409,6261,1,25,14582,35,341.40,1.52,538.85,69.91,24.90,0.00,228.23,35.45,111.64,2452317
43193,2341,,774878,2295,15372,2,30,38357,2,,10.78,724.55,9.12,3485.88,36.09,1.38,0.18,,2451867
57182,15104,36667,479622,6350,8019,8,29,67016,65,20.72,43.19,43.61,11.19,347.04,36.83,558.77,499.32,85.27,2451941
55637,9404,19660,1905847,5894,41089,1,19,109162,40,861.75,52.47,1717.16,42.39,1427.79,204.03,194.20,250.88,54.22,2451552
56688,1885,68884,221334,1283,14568,1,31,125515,43,1402.01,0.94,295.89,13.25,777.78,44.57,139.42,797.60,958.72,2451315
47036,16813,66485,768660,4850,12470,8,16,96606,43,1017.18,0.04,1270.71,12.03,3662.82,44.98,549.83,937.63,100.33,2452223
51012,5935,61636,170259,3236,18085,10,31,235882,1,149.96,56.84,282.42,43.86,2758.77,3.44,10.00,0.53,264.16,2452010
38616,4935,55259,687630,1544,11815,1,28,184276,2,922.60,10.83,2215.56,75.65,2.27,738.62,554.32,304.01,516.63,2451123
53614,3234,99119,1503083,5659,4537,1,21,174398,6,5730.80,0.29,108.57,64.29,1224.96,355.16,7.66,93.89,11.51,2452252
