60248,5211,16200,515493,3591,30536,7,17,128838,25,672.25,40.33,712.58,42.73,466.25,6.72,166.38,499.15,549.31,2452327
46401,15051,52668,761249,6202,35155,10,31,6120,1,2.97,0.11,3.08,72.59,2.49,1.54,0.48,0.95,75.19,2452677
43923,4490,85289,418752,2719,25086,7,17,148210,31,151.59,10.61,162.20,64.61,106.64,7.57,103.69,40.33,181.86,2451223
42462,12220,40414,582429,91,906,4,8,44518,66,6467.34,323.36,6790.70,45.51,269.28,1487.48,4481.87,497.99,638.15,2451527
48995,13593,94428,974935,4652,17616,1,17,186969,25,647.00,25.88,672.88,15.29,303.25,627.59,12.22,7.19,344.42,2452674
43014,14161,58383,1784280,1079,42631,8,17,116364,1,100.54,5.02,105.56,85.87,33.91,26.14,72.91,1.49,124.80,2451970
53524,8378,86587,1765129,313,15050,10,16,83689,12,332.40,0.00,332.40,35.00,26.28,206.08,96.00,30.32,61.28,2451284
48661,4948,44521,1501838,1979,41320,4,32,126441,36,1397.88,41.93,1439.81,46.60,1016.64,1202.17,23.48,172.23,1105.17,2451192
29759,16327,10912,1007726,5154,38582,7,33,45068,2,0.00,0.00,0.00,97.21,88.14,0.00,0.00,0.00,185.35,2452030
39129,4736,57709,1008909,2515,29721,8,18,127062,15,1566.15,0.00,1566.15,98.47,870.00,1221.59,192.95,151.61,968.47,2451248
55677,15487,99724,1775100,2476,38252,2,34,447,49,1900.22,76.00,1976.22,35.72,421.89,1596.18,258.43,45.61,533.61,2451788
36896,12506,23680,1232893,5648,24003,8,21,96689,20,1404.60,84.27,1488.87,71.59,604.40,224.73,235.97,943.90,760.26,2451313
48845,6077,61902,1762913,6034,23908,8,35,35811,25,162.00,14.58,176.58,26.06,709.50,11.34,93.40,57.26,750.14,2451810
46255,16891,52140,1795690,3651,25565,2,5,177389,34,138.38,5.53,143.91,55.12,910.52,67.80,55.75,14.83,971.17,2451981
46255,16891,52140,1795690,3651,25565,2,5,177389,34,138.38,5.53,143.91,55.12,910.52,67.80,55.75,14.83,971.17,2451981
53771,13291,10605,1798829,3037,23198,7,24,138352,79,1720.62,17.20,1737.82,51.79,101.12,860.31,507.58,352.73,170.11,2451564
54486,17995,85590,27425,3962,23699,7,26,46439,20,1773.40,124.13,1897.53,58.13,629.20,798.03,380.39,594.98,811.46,2451478
31153,10622,15006,497716,3453,21190,1,21,15090,57,1709.43,0.00,1709.43,60.85,916.56,735.05,467.70,506.68,977.41,2451989
33767,9016,15314,883932,2571,11610,2,35,19678,20,435.20,4.35,439.55,83.26,292.80,256.76,105.27,73.17,380.41,2451083
38853,4483,13867,1696445,4623,35601,1,10,79449,23,1432.67,71.63,1504.30,87.29,553.38,959.88,189.11,283.68,712.30,2451217
35130,12231,37164,1780727,2346,19165,7,8,101668,2,178.96,1.78,180.74,55.92,30.78,89.48,17.89,71.59,88.48,2452243
47810,17827,59511,35922,3886,35050,7,13,138,17,1602.93,128.23,1731.16,47.07,772.82,128.23,44.24,1430.46,948.12,2451002
,11197,,194686,49,,1,30,77069,,,22.87,785.39,,243.32,739.64,,,,2451388
52335,8342,93444,1532576,4792,24961,2,31,86228,10,100.80,3.02,103.82,46.44,92.80,17.13,12.55,71.12,142.26,2451523
34050,5924,89787,1140601,5813,31778,10,15,28849,48,2052.48,61.57,2114.05,64.53,443.52,348.92,1567.27,136.29,569.62,2451328
,17227,49912,,2291,,4,15,135344,,,238.35,2886.76,,,2542.47,28.60,,1342.95,
30149,13165,40403,135318,3033,42748,8,8,167720,6,506.82,45.61,552.43,65.69,209.70,278.75,111.75,116.32,321.00,2451203
56872,12553,93952,540284,612,36140,7,31,175897,13,63.31,0.63,63.94,36.96,0.00,12.66,21.27,29.38,37.59,2451253
28849,16633,,,,5142,,,135961,,1173.76,,1185.49,52.75,1540.48,434.29,709.89,,,
29269,1220,70272,1595554,6674,36994,10,19,216943,25,18.00,1.44,19.44,79.26,200.00,6.84,0.55,10.61,280.70,2451083
